Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,AveraCoftwo,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes
308380,Yo! China,1,Faridabad,"S2, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.31,28.47,Chinese,1300.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,3,4.1,Green,Very Good,239
3346,Chef Style,1,Gurgaon,"SF 8981, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.08,28.47,"North Indian, Mughlai",700.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,2,3.8,Yellow,Good,239
758,Arabian Nites,1,New Delhi,"59, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16,28.56,Lebanese,450.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,3.5,Yellow,Good,239
457,Kamboj's,1,Noida,"AVCC Club, Sector 37, Noida",Sector 37,"Sector 37, Noida",77.34,28.57,"North Indian, Mughlai, Chinese",800.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,2,2.8,Orange,Average,239
6402177,Salushi,189,Cape Town,"25 Protea Road, Claremont, Cape Town",Claremont,"Claremont, Cape Town",18.46,33.98,"Japanese, Sushi, Asian",250.00,Rand(R),FALSE,FALSE,FALSE,3,3.9,Yellow,Good,239
2600003,Manohar Dairy And Restaurant,1,Bhopal,"6, Hamidia Road, Opposite Alpana Cineplex, Peer Gate Area, Bhopal",Peer Gate Area,"Peer Gate Area, Bhopal",77.41,23.26,"North Indian, South Indian, Street Food, Bakery",400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,4.1,Green,Very Good,238
1401756,KYRO,1,Indore,"Fortune Aura Rooftop, 1,  Gurmeet Nagar, Bhawar Kuan Main Road, Bhawar Kuan, Indore",Bhawar Kuan,"Bhawar Kuan, Indore",75.87,22.7,"North Indian, Chinese, Continental, Mediterranean, Asian",1300.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,3.7,Yellow,Good,238
582,Govardhan,1,New Delhi,"84, Adjacent Hero Motor Bike Showroom, Main Mehrauli Road, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.2,28.54,"South Indian, North Indian, Chinese",500.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.4,Orange,Average,238
18254518,The Jugaad Cafe Bar,1,New Delhi,"10, Defence Colony Main Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.23,28.57,"North Indian, Chinese, Continental",1800.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,3.8,Yellow,Good,238
203,Domino's Pizza,1,New Delhi,"S27, Ground Floor, Main Market, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.2,28.56,"Pizza, Fast Food",700.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,2.5,Orange,Average,238
16604911,Bridge Road Brewers,14,Beechworth,"Old Coach House 50 Ford St, Beechworth, Beechworth, VIC",Beechworth,"Beechworth, Beechworth",146.69,36.36,"Pizza, Bar Food",20.00,Dollar($),FALSE,FALSE,FALSE,2,4.6,Dark Green,Excellent,237
9834,Shikhara,1,New Delhi,"4, Guru Nanak Market, R Block, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.24,28.55,"North Indian, Mughlai",800.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,4.2,Green,Very Good,237
256,Pizza Hut,1,New Delhi,"12, PVR Anupam Complex, Community Centre",Saket,"Saket, New Delhi",77.21,28.52,"Italian, Pizza, Fast Food",1000.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,3,3.1,Orange,Average,237
1926,Punjab Sweet Corner,1,New Delhi,"15A/65, Ajmal Khan Road, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.19,28.65,"Fast Food, North Indian, South Indian, Chinese, Street Food, Mithai",350.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.3,Orange,Average,236
17330546,Hunter's Pub,216,Columbus,"11269 GA Hwy 219, Hamilton, GA 31811",Hamilton,"Hamilton, Columbus",85.02,32.75,"American, Seafood, Steak",40.00,Dollar($),FALSE,FALSE,FALSE,3,4.4,Green,Very Good,235
17375060,Hawg Wild BBQ & Catfish House,216,Gainesville,"515 Grant Street, Clarkesville, GA 30523",Clarkesville,"Clarkesville, Gainesville",83.52,34.62,"BBQ, Burger, Seafood",10.00,Dollar($),FALSE,FALSE,FALSE,1,4.1,Green,Very Good,235
3606,Sagar Ratna,1,Gurgaon,"SCO 3334, 1st Floor, Main Market, Sector 29, Gurgaon",Sector 29,"Sector 29, Gurgaon",77.06,28.47,"South Indian, North Indian, Chinese",600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,2.7,Orange,Average,235
2899,Karim's,1,New Delhi,"A22, Aurobindo Place Market, Near Green Park Masjid, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.2,28.55,"Mughlai, North Indian",750.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,2,3.3,Orange,Average,235
301005,Bikanervala Bliss,1,Noida,"Silver Tower, Near Metro Station, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32,28.57,"North Indian, Fast Food, Chinese",1200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,3.6,Yellow,Good,235
7956,Mad Over Donuts,1,Noida,"J52,Ground Floor,  Main Market, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32,28.57,Desserts,450.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,4.2,Green,Very Good,235
75026,Baobab Cafe & Grill,189,Pretoria,"Menlyn Shopping Centre, Level 1, Corner of Atterbury Road & Lois Avenue, Menlyn, Pretoria","Menlyn Shopping Centre, Menlyn","Menlyn Shopping Centre, Menlyn, Pretoria",28.28,25.78,"Cafe, Grill",410.00,Rand(R),FALSE,FALSE,FALSE,4,4,Green,Very Good,235
2458,McDonald's,1,Gurgaon,"Ground Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.08,28.48,"Fast Food, Burger",500.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.4,Orange,Average,234
18128883,Yes Minister  Pub & Kitchen,1,New Delhi,"Essex Farms, 4, Hauz Khas, New Delhi",Essex Farms,"Essex Farms, New Delhi",77.2,28.54,"Mediterranean, Continental, Italian",1800.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,3.7,Yellow,Good,234
65,Drums of Heaven,1,New Delhi,"S14, Green Park Extension, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.21,28.56,"Chinese, Seafood, Thai",1800.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,3.5,Yellow,Good,234
304461,Shawarma Wala,1,New Delhi,"3334 UB, Bunglow Road, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.21,28.68,Fast Food,300.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.7,Yellow,Good,234
5765,New Arjun Bombay Pav Bhaji,1,New Delhi,"D2, Model Town 3, New Delhi",Model Town 3,"Model Town 3, New Delhi",77.18,28.71,Street Food,250.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.8,Yellow,Good,234
4931,Suruchi,1,Faridabad,"29, 2nd Floor, Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad","Crown Interiorz Mall, Sector 35, Faridabad, Faridabad",77.31,28.47,"North Indian, South Indian, Gujarati, Rajasthani",700.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.4,Orange,Average,233
18241896,Zizo,1,Gurgaon,"Palm Spring Plaza, Sector 54, Gurgaon",Sector 54,"Sector 54, Gurgaon",77.1,28.45,"Lebanese, Mediterranean, Middle Eastern, Arabian",1600.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,3.9,Yellow,Good,233
18224282,Three Guys,1,Guwahati,"R.G.B Road, Zonali, Near Jonali Bus Stop, Zoo Tiniali, Guwahati",Zoo Tiniali,"Zoo Tiniali, Guwahati",91.78,26.17,"Continental, North Indian, Chinese, Arabian, Thai",700.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,4.3,Green,Very Good,233
17501301,Thai Pepper,216,Macon,"1806 Russell Parkway, Warner Robins, GA 31088",Warner Robins,"Warner Robins, Macon",83.67,32.59,"Japanese, Sushi, Thai",10.00,Dollar($),FALSE,FALSE,FALSE,1,4,Green,Very Good,232
17142747,Lulu's Waikiki,216,Rest of Hawaii,"2586 Kalakaua Ave, Honolulu, HI 96815",Waikiki,"Waikiki, Rest of Hawaii",157.82,21.27,American,25.00,Dollar($),FALSE,FALSE,FALSE,2,3.9,Yellow,Good,232
18180041,Big Fat Sandwich,1,New Delhi,"Over Bridge, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Ambience Mall, Vasant Kunj, New Delhi",77.16,28.54,American,800.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,2,3.5,Yellow,Good,232
313413,Rumours,1,New Delhi,"21, Hargobind Enclave, Near Karkarduma Metro Station, Karkardooma, New Delhi",Karkardooma,"Karkardooma, New Delhi",77.3,28.65,"North Indian, Chinese, Italian",1000.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,3.4,Orange,Average,232
18272367,RollsKing,1,Noida,"Food Court, DLF Mall Of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","DLF Mall of India, Sector 18,  Noida, Noida",77.32,28.57,Fast Food,400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.9,Yellow,Good,232
75764,Life Grand Cafe,189,Pretoria,"The Club Centre, Corner of Pinaster Avenue & 18th Street, Hazelwood, Near, Waterkloof, Pretoria","The Club Centre, Hazelwood, Near Waterkloof","The Club Centre, Hazelwood, Near Waterkloof, Pretoria",28.26,25.78,"Italian, Mediterranean, Sushi, Desserts",400.00,Rand(R),FALSE,FALSE,FALSE,4,4.1,Green,Very Good,232
17677978, North Restaurant,216,Valdosta,"306 N Patterson St, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",83.28,30.83,"Seafood, Southern",40.00,Dollar($),FALSE,FALSE,FALSE,3,3.9,Yellow,Good,231
18407918,Bombay Brasserie,1,Bangalore,"2989/B, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,"Indiranagar, Bangalore",77.65,12.97,Modern Indian,1500.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,3,4.2,Green,Very Good,231
304832,Di Ghent Boulangerie,1,Gurgaon,"Shop 212/214, Level 2, Cross Point Mall, DLF Phase 4, Gurgaon","Cross Point Mall, DLF Phase 4","Cross Point Mall, DLF Phase 4, Gurgaon",77.08,28.47,"Cafe, Belgian",1700.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,3.9,Yellow,Good,231
6000549,Meehur Tavac? Recep Usta,208,Ankara,"Gizeltepe Mahallesi, Dikmen Vadisi, Hoedere Giriei, aankaya, Ankara",Dikmen,"Dikmen, Ankara",32.85,39.88,Kebab,100.00,Turkish Lira(TL),FALSE,FALSE,FALSE,3,4.5,Dark Green,Excellent,231
3500059,TBistro,1,Dehradun,"Saina Inn, 3, Old Survey Road, Karanpur, Dehradun",Karanpur,"Karanpur, Dehradun",78.05,30.33,"North Indian, Chinese",550.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,3.8,Yellow,Good,230
18383453,Circus,1,Gurgaon,"Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.09,28.5,"North Indian, Chinese, Italian",1250.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,3.9,Yellow,Good,230
18255106,Uptown Fresh Beer Cafe,1,Gurgaon,"106, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.08,28.47,"Finger Food, North Indian, Italian, European, Continental",2500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,4,4.1,Green,Very Good,230
7246,Amici Gourmet Pizza,1,New Delhi,"Food Court, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Ambience Mall, Vasant Kunj, New Delhi",77.15,28.54,"Pizza, Italian",800.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.1,Orange,Average,230
305758,Glenz Cafe N Bakers,1,New Delhi,"5/2, WEA, Saraswati Marg, Opposite Swati Hotel, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.19,28.65,"Cafe, Fast Food, Desserts",700.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.8,Yellow,Good,230
1498,Slice of Italy,1,Noida,"7/8/9, VDS Market, Sector 51, Noida",Sector 51,"Sector 51, Noida",77.37,28.59,"Italian, Pizza, Bakery",700.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,2.3,Red,Poor,230
3237,Club Ice Cube,1,Noida,"313, 3rd Floor, The Great India Place Mall, Sector 38A, Near Sector 38, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.33,28.57,"North Indian, Continental, Chinese",2400.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,4,2,Red,Poor,230
2800012,Pizza Hut,1,Vizag,"Plot No 47 1023/3, 5th Floor, Isnar Khazana Towers, Dwaraka Nagar, Vizag",Dwaraka Nagar,"Dwaraka Nagar, Vizag",83.31,17.73,"Pizza, Fast Food",600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,4.3,Green,Very Good,230
6314302,Sambo Kojin,162,Mandaluyong City,"Third Floor, Mega Atrium, SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City",121.06,14.58,"Japanese, Korean",1500.00,Botswana Pula(P),TRUE,FALSE,FALSE,4,4.8,Dark Green,Excellent,229
9742,Zaffran,1,Gurgaon,"LG001, DLF Star Mall, NH8, Sector 30, Gurgaon","DLF Star Mall, Sector 30","DLF Star Mall, Sector 30, Gurgaon",77.05,28.46,"North Indian, Mughlai",1600.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,3,4.1,Green,Very Good,229
2300,Haldiram's,1,New Delhi,"FD12, 2nd Floor, DLF Place Mall, Saket, New Delhi","DLF Place Mall, Saket","DLF Place Mall, Saket, New Delhi",77.22,28.53,"Street Food, North Indian, South Indian, Chinese, Mithai",350.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.7,Yellow,Good,229
1056,New Minar,1,New Delhi,"M65, M Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.23,28.55,"North Indian, Mughlai",1250.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,3.6,Yellow,Good,229
18345778,Food Scouts,1,New Delhi,"Near TDI Mall, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.12,28.65,"North Indian, Chinese, Continental",700.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,4.4,Green,Very Good,229
7100788,The Crab Shack,148,Wellington City,"15 Jervois Quay, Queens Wharf, Wellington Central, Wellington City",Wellington Central,"Wellington Central, Wellington City",174.78,41.28,"Seafood, Kiwi",90.00,NewZealand($),FALSE,FALSE,FALSE,4,4.1,Green,Very Good,229
5704168,Salt,214,Abu Dhabi,"Inside Mushrif Park, Al Mushrif, Abu Dhabi",Al Mushrif,"Al Mushrif, Abu Dhabi",54.38,24.45,"Fast Food, Burger",100.00,Emirati Diram(AED),FALSE,FALSE,FALSE,3,4.2,Green,Very Good,228
2900020,Lal Qila,1,Bhubaneshwar,"Sampark Vihar, Opposite Big Bazaar, KIIT Square, Patia, Bhubaneshwar",Patia,"Patia, Bhubaneshwar",85.83,20.35,"Mughlai, Chinese, North Indian",500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.7,Yellow,Good,228
123125,TGI Friday's,1,Chandigarh,"SCO 51, Madhya Marg, Sector 26, Chandigarh",Sector 26,"Sector 26, Chandigarh",76.81,30.72,"American, TexMex",1800.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,4.3,Green,Very Good,228
311749,Drool Waffles,1,New Delhi,"2nd Floor, My Square Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Select Citywalk Mall, Saket, New Delhi",77.22,28.53,Desserts,500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,4.2,Green,Very Good,228
1669,New Town Cafe  Park Plaza,1,Noida,"Park Plaza Hotel, C Block, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida, Noida",77.35,28.6,"Continental, Chinese, North Indian",2800.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,4,4.1,Green,Very Good,228
3700160,Spice Route,1,Puducherry,"6, Rue Bussy Street, Romain Rolland Street Cutting, White Town, Puducherry",White Town,"White Town, Puducherry",79.83,11.93,"Continental, North Indian, Finger Food",1200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,4,3.4,Orange,Average,228
17295069,The Taj of India,216,Augusta,"502 Furys Ferry Rd, Augusta, GA 30907",Augusta,"Augusta, Augusta",82.08,33.54,Indian,25.00,Dollar($),FALSE,FALSE,FALSE,2,4,Green,Very Good,227
5601404,Peking Chinese Restaurant,214,Sharjah,"Opposite Spinneys Roundabout, Estiqlal Square, Halwan Suburb, Sharjah",Halwan Suburb,"Halwan Suburb, Sharjah",55.4,25.35,"Chinese, Thai",130.00,Emirati Diram(AED),FALSE,TRUE,FALSE,4,3.8,Yellow,Good,227
18383472,Theobroma,1,Gurgaon,"Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.09,28.49,"Bakery, Cafe",600.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.8,Yellow,Good,227
308023,Sibang Bakery,1,Gurgaon,"108, 1st Floor, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road","DLF South Point Mall, Golf Course Road, Gurgaon",77.1,28.45,"Bakery, Desserts, Beverages",500.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,4.1,Green,Very Good,227
18034050,Elation,1,New Delhi,"M32, 2nd Floor, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.24,28.55,"North Indian, Continental, Italian, Finger Food",1500.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,3.8,Yellow,Good,227
1215,Kebabs & Curries,1,New Delhi,"G14, Bhanot Corner, R Block, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.24,28.55,"North Indian, Mughlai",600.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.7,Yellow,Good,227
18273972,Magadh and Awadh,1,Gurgaon,"SCO 396, Near IFFCO Chowk Metro Station, Sector 29, Gurgaon",Sector 29,"Sector 29, Gurgaon",77.07,28.47,"Bihari, Lucknowi, North Indian",1200.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,3,4,Green,Very Good,226
3300958,Barbeque Nation,1,Nagpur,"2nd Floor, Eternity Mall, Amravati Road, Sitabuldi, Nagpur",Sitabuldi,"Sitabuldi, Nagpur",79.08,21.14,"North Indian, European, Mediterranean",1600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,4,4.9,Dark Green,Excellent,226
310848,Beliram Degchiwala,1,New Delhi,"Shop 10 & 11, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.21,28.54,"North Indian, Mughlai, Chinese",900.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.5,Yellow,Good,226
3800021,Wok On Fire,1,Surat,"G 6, Riddhi Shoppers, Opposite Star Bazaar, Pal Adajan Road, Adajan, Surat, Adajan Gam, Surat",Adajan Gam,"Adajan Gam, Surat",72.79,21.19,"Chinese, Thai, Asian",800.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,3,3.9,Yellow,Good,226
17678291,Steel Magnolias,216,Valdosta,"132 N. Patterson St, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",83.28,30.83,Southern,40.00,Dollar($),FALSE,FALSE,FALSE,3,3.8,Yellow,Good,225
3000014,Sree Annapoorna,1,Coimbatore,"75, East Arokiasamy Road, RS Puram, Coimbatore",RS Puram,"RS Puram, Coimbatore",76.95,11.01,"South Indian, North Indian, Chinese",400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,4.3,Green,Very Good,225
8597,Shawarma House,1,Gurgaon,"2, Central Plaza Mall, Golf Course Road, Gurgaon","Central Plaza Mall, Golf Course Road","Central Plaza Mall, Golf Course Road, Gurgaon",77.1,28.44,Lebanese,500.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.4,Orange,Average,225
5459,Babu Ram Paranthe Wale,1,New Delhi,"19841985, Gali Paranthe Wali, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.23,28.66,North Indian,150.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.2,Orange,Average,225
18245298,Boa Village,1,New Delhi,"13, Alipur Road, Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.23,28.68,"Chinese, Japanese, Korean, Asian",1500.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,4,Green,Very Good,225
3700019,Rendezvous Cafe Restaurant,1,Puducherry,"30, Rue Suffren, White Town, Puducherry",White Town,"White Town, Puducherry",79.83,11.93,"Goan, Mangalorean, Continental, French",1200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,4,3.5,Yellow,Good,225
5701729,Sofra Istanbul,214,Abu Dhabi,"Next to ADNOC Petrol Station, Muroor Road, Al Dhafrah, Abu Dhabi",Al Dhafrah,"Al Dhafrah, Abu Dhabi",54.37,24.48,"Turkish, Arabian, Middle Eastern",70.00,Emirati Diram(AED),FALSE,FALSE,FALSE,2,4.3,Green,Very Good,224
304897,Nashta,1,Gurgaon,"Sector 53, Golf Course Road, Gurgaon",Golf Course Road,"Golf Course Road, Gurgaon",77.1,28.44,"Healthy Food, Continental",700.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.7,Yellow,Good,224
307138,Crave Busters,1,New Delhi,"Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.12,28.65,"North Indian, Chinese, Continental",1100.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,3,3.4,Orange,Average,224
252,Pizza Hut,1,New Delhi,"V3S Mall, Laxmi Nagar, New Delhi","V3S Mall, Laxmi Nagar","V3S Mall, Laxmi Nagar, New Delhi",77.29,28.64,"Italian, Pizza, Fast Food",1000.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,3,2.4,Red,Poor,224
6314605,Sodam Korean Restaurant,162,San Juan City,"17 J. Abad Santos Drive, Little Baguio, San Juan City",Little Baguio,"Little Baguio, San Juan City",121.04,14.6,Korean,700.00,Botswana Pula(P),FALSE,FALSE,FALSE,3,4.3,Green,Very Good,223
17500872,Papouli's Mediterranean Cafe & Market,216,Macon,"121 Tom Hill Sr Blvd, Macon, GA 31210",Macon,"Macon, Macon",83.69,32.9,"Greek, Mediterranean, Vegetarian",10.00,Dollar($),FALSE,FALSE,FALSE,1,4.2,Green,Very Good,223
2600008,Bake N Shake,1,Bhopal,"B1, GM Tower,  Stop No. 10, Arera Colony, Bhopal",Arera Colony,"Arera Colony, Bhopal",77.43,23.21,Fast Food,500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,4.2,Green,Very Good,223
18384115,Caterspoint,1,Gurgaon,"S27/11, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.1,28.49,"Mexican, American, Healthy Food",500.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,4.9,Dark Green,Excellent,223
18232097,Hwealthcafe,1,New Delhi,"A272, Ground Floor, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.23,28.57,"Cafe, Healthy Food, Continental",800.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,2,4.1,Green,Very Good,223
300007,Side Wok,1,New Delhi,"N11, N Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.23,28.56,"Burmese, Chinese, Japanese, Malaysian, Thai",2000.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,4,3.8,Yellow,Good,223
309807,Cottage Cafe by Smoothie factory,1,New Delhi,"Cottage Emporium, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.22,28.63,"Cafe, Desserts, Healthy Food, Juices",650.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.7,Yellow,Good,223
8985,Vaishno Chat Bhandar,1,New Delhi,"6667/E, Near Chota Gali Chakkar, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.2,28.68,Street Food,150.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.9,Yellow,Good,223
2222,Lebanese Point,1,New Delhi,"GF 7, PVR  Anupam Complex, Saket, New Delhi",PVR Anupam Complex,"PVR Anupam Complex, New Delhi",77.21,28.52,Lebanese,450.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.7,Yellow,Good,223
3164,RDX,1,New Delhi,"AB4, Safdarjung Enclave Market, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.2,28.57,"North Indian, Chinese, Mughlai",1000.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,3.9,Yellow,Good,223
307618,Khandani Pakodewala,1,New Delhi,"Ring Road Market, Nauroji Nagar, Near Sarojini Nagar, New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi",77.19,28.57,Street Food,100.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.7,Yellow,Good,223
301514,Zest Bar and Lounge,1,Noida,"K24, Near HSBC Bank, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32,28.57,"Finger Food, North Indian, Chinese",1000.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,3.4,Orange,Average,223
3800022,Coffee Culture  The Ristorante Lounge,1,Surat,"Opposite Sargam Shopping Centre, Near Parle Point, City Light, Surat",City Light,"City Light, Surat",72.79,21.17,"Cafe, Continental",650.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,4,Green,Very Good,223
7005979,Chinoiserie,148,Auckland,"4 Owairaka Avenue, Mt Albert, Auckland",Mt Albert,"Mt Albert, Auckland",174.73,36.89,"Taiwanese, Street Food",50.00,NewZealand($),FALSE,FALSE,FALSE,3,4.4,Green,Very Good,223
17582522,Buddy's Italian Restaurant,216,Pocatello,"626 E Lewis St, Pocatello, ID 83201",Pocatello,"Pocatello, Pocatello",112.44,42.87,"Italian, Pizza, Sandwich",40.00,Dollar($),FALSE,FALSE,FALSE,3,3.7,Yellow,Good,222
