Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,AveraCoftwo,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes
18374686,Riders Hub,1,Gurgaon,"Vanijya Nikunj, Near Income Tax Office, Phase 5, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.09,28.5,"Chinese, Continental, North Indian",800.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,2,3.1,Orange,Average,11
18175288,The Kachori Co.,1,Gurgaon,"Amenity Block, Unitech Infospace, Old DelhiGurgaon Road, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.07,28.51,Street Food,200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.5,Orange,Average,11
18124368,Urban Dhaba,1,Gurgaon,"Food Court, Basement 1, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.07,28.51,North Indian,700.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.2,Orange,Average,11
3600436,The Barge Restaurant,1,Mysore,"Plot 440A, Hebbal Industrial Area, Near Infosys Campus, Vijay Nagar, Mysore",Vijay Nagar,"Vijay Nagar, Mysore",0,0,"Continental, Chinese, North Indian",1500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,4,3.3,Orange,Average,11
18384127,Dilli Ka Dhaba,1,New Delhi,"66 A, Ground Floor, Sri Aurobindo Marg, Adchini, New Delhi",Adchini,"Adchini, New Delhi",77.2,28.54,"South Indian, North Indian",500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,2.6,Orange,Average,11
7583,Chhotu Mashhoor Kathi Roll,1,New Delhi,"Near Mother Dairy, Alaknanda Market, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.25,28.53,Fast Food,150.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.7,Orange,Average,11
18412603,Lazeez Restaurant,1,New Delhi,"J 15, Alaknanda Shopping Complex, Mini Market, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.25,28.53,"Chinese, North Indian, Italian, Mughlai",600.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3,Orange,Average,11
18421481,Chennai Junction,1,New Delhi,"G3, Pankaj Plaza, LSC, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.31,28.66,South Indian,500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.3,Orange,Average,11
18412878,Faasos,1,New Delhi,"Shop 30, Gandhi Market, Minto Road, Barakhamba Road, New Delhi",Barakhamba Road,"Barakhamba Road, New Delhi",77.23,28.64,"North Indian, Fast Food",600.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,2.8,Orange,Average,11
304211,High Street Kitchen & Bar,1,New Delhi,"32, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16,28.56,North Indian,1200.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,2.9,Orange,Average,11
6394,Punjabi Tadka,1,New Delhi,"6, UG64, Ansal Chamber 2, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,"Bhikaji Cama Place, New Delhi",77.19,28.57,North Indian,250.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.8,Orange,Average,11
1867,Snack Bar,1,New Delhi,"9, UG65 & 66, Somdutt Chamber 2, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,"Bhikaji Cama Place, New Delhi",77.19,28.57,"North Indian, Mughlai",250.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,11
18323461,Pandit Ved Prakash Lemon Wale,1,New Delhi,"Opposite Town Hall, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.23,28.66,"Beverages, Street Food",50.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.2,Orange,Average,11
7686,R. Ahmad Food,1,New Delhi,"Community Centre, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.27,28.56,North Indian,450.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,11
3158,Lakshadweep,1,New Delhi,"Dilli Haat, INA, New Delhi","Dilli Haat, INA","Dilli Haat, INA, New Delhi",77.21,28.57,"North Indian, Chinese, South Indian",200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.8,Orange,Average,11
310319,Kovilakam,1,New Delhi,"F1/LG2, Mrignaini Chowk, Dilshad Colony, Dilshad Garden, New Delhi",Dilshad Garden,"Dilshad Garden, New Delhi",77.33,28.68,"South Indian, North Indian",400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.2,Orange,Average,11
301237,Frontier,1,New Delhi,"30, DLF South Square, Sarojini Nagar, New Delhi","DLF South Square, Sarojini Nagar","DLF South Square, Sarojini Nagar, New Delhi",77.19,28.58,Bakery,200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,11
18391937,Halka Fulka,1,New Delhi,"382, White House, Sant Nagar, East of Kailash, New Delhi",East of Kailash,"East of Kailash, New Delhi",77.25,28.56,Fast Food,400.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,3.1,Orange,Average,11
8822,Barichi,1,New Delhi,"Hotel Rahman, 3/1, Near Patel Nagar Metro Station, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.17,28.65,"North Indian, Chinese, South Indian",1000.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,2.9,Orange,Average,11
309166,Baskin Robbins,1,New Delhi,"Shop 4, 25/6, Ground Floor, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.17,28.64,Ice Cream,300.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,2.6,Orange,Average,11
305276,Sugar Boutique,1,New Delhi,"58, State Bank Colony, Near Part 2, Gujranwala Town, New Delhi",Gujranwala Town,"Gujranwala Town, New Delhi",77.19,28.69,Bakery,300.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.1,Orange,Average,11
312355,Zaika Amritsari,1,New Delhi,"G6/7, Balaji Plaza, DDA Market, Gujranwala Town, New Delhi",Gujranwala Town,"Gujranwala Town, New Delhi",77.19,28.7,North Indian,400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,11
18416840,Bakingo,1,New Delhi,"Shop 8, Plot 1, Kaushalya Park, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2,28.55,Bakery,300.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,2.7,Orange,Average,11
306595,Dee The Baker,1,New Delhi,"Agrasen Apartments, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.31,28.63,Bakery,300.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,3.4,Orange,Average,11
18037812, Chowringhee Lane,1,New Delhi,"23/1, Prem Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1,28.63,Fast Food,350.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.7,Orange,Average,11
18282017,Pindi's Kitchen,1,New Delhi,"26/1, Ashok Nagar, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1,28.64,Mughlai,450.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.3,Orange,Average,11
18357558,The Zest,1,New Delhi,"3rdFloor, Handloom Hand, Near Janpath Metro Station,  Gate 2, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.22,28.63,"North Indian, Continental",1100.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,3,3.2,Orange,Average,11
302868,Aggarwal Bikaneri Sweets,1,New Delhi,"B53, Main Road, Near Nirankari Bhawan, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.25,28.54,"Mithai, Street Food",250.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.9,Orange,Average,11
311891,Paul's Homemade,1,New Delhi,"16/493, DDA Flat, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.26,28.53,"Bakery, Desserts",500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.1,Orange,Average,11
18281989,Walk To Italy,1,New Delhi,"Shop 1, 999/38, DDA Flats, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.26,28.53,Fast Food,300.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.1,Orange,Average,11
4325,Punjabi Rasoi,1,New Delhi,"R16, Nehru Enclave, Near Paras Ground, Main Kalkaji Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.25,28.54,North Indian,350.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,2.4,Red,Poor,11
18376493,Amigo's Deli,1,New Delhi,"B11, East Arjun Nagar, Near Hedgewar Hospital, Karkardooma, New Delhi",Karkardooma,"Karkardooma, New Delhi",77.29,28.66,"Mughlai, Fast Food",350.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.2,Orange,Average,11
18486915,Momoholic,1,New Delhi,"Shop 13, Plot 25, Parmesh Corporate Tower, Karkardooma Community Centre Tower, Karkardooma, New Delhi",Karkardooma,"Karkardooma, New Delhi",0,0,"Chinese, Fast Food, Ice Cream",200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.3,Orange,Average,11
18441800,Bj's Lounge & Cafe,1,New Delhi,"15 & 6, Opposite Pillar 332, Kailash Park, Kirti Nagar, New Delhi",Kirti Nagar,"Kirti Nagar, New Delhi",77.14,28.66,"North Indian, Chinese",700.00,Indian Rupees(Rs.),TRUE,TRUE,FALSE,2,3,Orange,Average,11
18070502,Chaap Point,1,New Delhi,"Appu Town, Near Gol Chakkar Park, Ramesh Nagar, Kirti Nagar, New Delhi",Kirti Nagar,"Kirti Nagar, New Delhi",77.13,28.65,Fast Food,150.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.2,Orange,Average,11
18128895,Delhi Dairy,1,New Delhi,"D10, Main Kanti Nagar Market, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",0,0,"Fast Food, North Indian, South Indian, Chinese, Bakery",350.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.2,Orange,Average,11
309489,Magic Masala,1,New Delhi,"C7/1, Mandir Marg, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.28,28.66,"North Indian, South Indian",400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,11
18469935,Shanu's Chicken Planet,1,New Delhi,"1, Block C8, DDA Market, Keshav Puram, Lawrence Road, New Delhi",Lawrence Road,"Lawrence Road, New Delhi",77.16,28.69,"North Indian, Mughlai, Chinese, Italian",450.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.2,Orange,Average,11
306113,Chauhan Laxmi Sweets,1,New Delhi,"D Block Market, Lalita Park, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.28,28.63,Mithai,150.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,11
4935,China Town,1,New Delhi,"F169/A, Main Market, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.28,28.64,Chinese,250.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.9,Orange,Average,11
18391309,The Altitude Cafe and Deli,1,New Delhi,"116, Meher Chand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.17,28.6,Cafe,600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.1,Orange,Average,11
7353,Aggarwal Sweets & Restaurant,1,New Delhi,"NH 8, Near Radission Hotel, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.12,28.55,"North Indian, Mithai, South Indian, Street Food, Fast Food",400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.7,Orange,Average,11
4312,First Choice,1,New Delhi,"77, Main Vasant Kunj Road, Near IDBI Bank, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.13,28.54,"North Indian, Chinese, Fast Food",600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,2.9,Orange,Average,11
311245,China Town,1,New Delhi,"Samachar Market, DAV Complex, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.3,28.6,Chinese,300.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,2.7,Orange,Average,11
6182,Republic of Chicken,1,New Delhi,"G10, Samachar Market, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.29,28.6,"Raw Meats, Fast Food",400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.8,Orange,Average,11
308831,New Madras Cafe,1,New Delhi,"Shop 15, DDA Market, Pocket C, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.31,28.62,South Indian,250.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.8,Orange,Average,11
8462,New Aggarwal Sweet Corner,1,New Delhi,"A1240/2, DDA Market, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.34,28.61,Mithai,100.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.7,Orange,Average,11
18356784,Keventers,1,New Delhi,"Food Court, Moments Mall, Patel Road, Near Kirti Nagar Metro Station, Kirti Nagar, New Delhi","Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",77.15,28.66,Beverages,400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.3,Orange,Average,11
310997,Madras Cafe,1,New Delhi,"Shop 4, 265 Main Road, Hakikat Nagar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.21,28.7,"South Indian, Chinese",450.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.7,Orange,Average,11
302685,New Laxmi Sweets,1,New Delhi,"Opposite Batra Hospital, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.21,28.71,"South Indian, Chinese, Fast Food, Mithai",200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.8,Orange,Average,11
18254532,Swad Mubarak,1,New Delhi,"Opposite ICICI Bank, Main Road, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.22,28.71,North Indian,200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,11
303602,Tibet Kujing,1,New Delhi,"165, Block C, Ground Floor, Gandhi Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.21,28.71,"Chinese, Tibetan",400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.9,Orange,Average,11
18425751,Cafe Rasoi,1,New Delhi,"Shop 7&8, Rama Market, Munirka Village, Munirka, New Delhi",Munirka,"Munirka, New Delhi",77.17,28.56,North Indian,350.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.2,Orange,Average,11
5536,Bawa Snacks Corner,1,New Delhi,"G 4, Skyline House 85, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",77.25,28.55,North Indian,150.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.8,Orange,Average,11
2602,Rajshree,1,New Delhi,"G4, 44, Dinaar Bhawan, Satyam Cinema, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",77.25,28.55,"South Indian, Chinese",250.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.1,Orange,Average,11
308614,Flavours,1,New Delhi,"7972, Arakshan Road, Paharganj, New Delhi",Paharganj,"Paharganj, New Delhi",77.21,28.65,"North Indian, Chinese, South Indian",500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,2.9,Orange,Average,11
3094,True Blue,1,New Delhi,"11, Qutub Road, Ramnagar, Paharganj, New Delhi",Paharganj,"Paharganj, New Delhi",77.22,28.65,"North Indian, Mughlai, Chinese",900.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,2,3,Orange,Average,11
302277,Ipshita's Cakes Mamma Bakes,1,New Delhi,"C7, Soami Nagar South, Panchsheel Park, New Delhi",Panchsheel Park,"Panchsheel Park, New Delhi",77.23,28.54,Bakery,700.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.1,Orange,Average,11
18359296,Liquid,1,New Delhi,"D Block, Central Market, Prashant Vihar, New Delhi",Prashant Vihar,"Prashant Vihar, New Delhi",77.14,28.71,"North Indian, Mughlai, Chinese",2400.00,Indian Rupees(Rs.),TRUE,FALSE,FALSE,4,3.2,Orange,Average,11
307171,Abdul Muradabadi Chicken,1,New Delhi,"Kashmiri Market, Sector 1, R K Puram, New Delhi",R K Puram,"R K Puram, New Delhi",77.18,28.56,North Indian,350.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.9,Orange,Average,11
307168,Jasmine Fast Food Centre,1,New Delhi,"Outside Tamil Sangam Building, Tamil Sangam Marg, R K Puram, New Delhi",R K Puram,"R K Puram, New Delhi",77.18,28.56,"North Indian, South Indian, Chinese",200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.9,Orange,Average,11
7399,Bikaner Sweets Corner,1,New Delhi,"11A/19, Main Shankar Road, Old, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.18,28.64,"Mithai, Street Food",150.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.8,Orange,Average,11
18446480,Marathi Katta,1,New Delhi,"Shop 9, Old Rajinder Nagar Market, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.19,28.64,"Fast Food, Maharashtrian, North Indian",250.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,2.7,Orange,Average,11
306910,Bharat Sweets,1,New Delhi,"Opposite J Block, Main Road, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.12,28.64,Mithai,100.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,11
18454700,CakeOLicious,1,New Delhi,"2nd Floor, J12/52, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.12,28.64,Bakery,400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.3,Orange,Average,11
310436,Pooja Take Away Kitchen,1,New Delhi,"House 36A, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.2,28.56,"North Indian, Chinese, Fast Food",400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.7,Orange,Average,11
18368005,Let'z Eat,1,New Delhi,"Gate 1, Opposite Freedom Fighter Colony, Saket, New Delhi",Saket,"Saket, New Delhi",77.2,28.51,"North Indian, Mughlai, Chinese, Fast Food",600.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,2.7,Orange,Average,11
18384138,Ashok & Ashok Meat Dhaba,1,New Delhi,"Shop 2, Ring Road, Sarojini Nagar, New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi",77.19,28.57,North Indian,650.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,3.2,Orange,Average,11
18252361,Angeethi Express,1,New Delhi,"Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.17,28.59,"North Indian, Chinese, Fast Food",400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.2,Orange,Average,11
3463,Balaji Dhaba,1,New Delhi,"4, Satyaniketan Market, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.17,28.59,North Indian,300.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.7,Orange,Average,11
18456150,Food Junkies,1,New Delhi,"181/2, Satya Niketan Market, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",0,0,"North Indian, Chinese, Mughlai",300.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.2,Orange,Average,11
307976,New Tayal's Restaurant,1,New Delhi,"1/7184, Shivaji Park, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",77.29,28.68,"Chinese, South Indian",300.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.8,Orange,Average,11
308522,Prem Punjab,1,New Delhi,"Near Aggarwal Clinic, Main Babarpur Road, Rohtash Nagar, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",77.29,28.68,"North Indian, Chinese",300.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.8,Orange,Average,11
307986,Ramchander Bhalushahi Wale,1,New Delhi,"Shop 231, Chhota Bazaar, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",77.29,28.67,Mithai,150.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.2,Orange,Average,11
6107,Goyal Eating Point,1,New Delhi,"R 4, Main Market, Shakarpur, New Delhi",Shakarpur,"Shakarpur, New Delhi",77.28,28.63,North Indian,200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.8,Orange,Average,11
2383,Ane China,1,New Delhi,"AL Market, Shopping Centre, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.16,28.7,"Chinese, Fast Food",400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.7,Orange,Average,11
302471,Ashu Thali Wala,1,New Delhi,"BK 1/3, Block BK 1, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.17,28.71,North Indian,250.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3,Orange,Average,11
18222576,SFC,1,New Delhi,"BR  Block, KL Bagga Marg, Near Jhule Lal Mandir, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.16,28.71,Fast Food,250.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.8,Orange,Average,11
9842,Cakes & Bakes,1,New Delhi,"453, Leela Ram Market, Masjit Moth, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.22,28.56,"Bakery, Fast Food",250.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.2,Orange,Average,11
312378,Chinese Express,1,New Delhi,"Shop 436, Lila Ram Market, Near Masjid Moth, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.22,28.56,Chinese,500.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.1,Orange,Average,11
18168154,Jolly Tandoori Zaika,1,New Delhi,"93 A, Minakshi Garden, Subhash Nagar, New Delhi",Subhash Nagar,"Subhash Nagar, New Delhi",77.11,28.64,"North Indian, Chinese",400.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,3.2,Orange,Average,11
312023,Zayka Delhi,1,New Delhi,"Shop 3, Subhash Nagar Bike Market, Ajanta Cinema, Ajay Enclave, Subhash Nagar, New Delhi",Subhash Nagar,"Subhash Nagar, New Delhi",77.11,28.64,"North Indian, Mughlai",600.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,2,3.1,Orange,Average,11
301767,Aggarwal Sweets,1,New Delhi,"WZ22A, Mukherjee Park, Chaukhandi Road, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.1,28.64,"Street Food, Desserts",250.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.7,Orange,Average,11
18133491,Pastry Palace,1,New Delhi,"WZ175, Opposite Metro Pillar 667, Main Najafgarh Road, Uttam Nagar, New Delhi",Uttam Nagar,"Uttam Nagar, New Delhi",77.06,28.62,"Bakery, Street Food",350.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,3.2,Orange,Average,11
18204464,Punjabi Tadka,1,New Delhi,"WZA1, Main Road, Opposite Pillor 659, Uttam Nagar, New Delhi",Uttam Nagar,"Uttam Nagar, New Delhi",77.06,28.62,"North Indian, Chinese",500.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,2,2.7,Orange,Average,11
300459,Cake Palace,1,New Delhi,"17 A, DG 2, Vikaspuri, New Delhi",Vikaspuri,"Vikaspuri, New Delhi",77.07,28.64,Bakery,200.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.7,Orange,Average,11
4790,Shanghai Nights,1,New Delhi,"PVR Cinema, Near ICICI Bank, Vikaspuri, New Delhi",Vikaspuri,"Vikaspuri, New Delhi",77.07,28.64,Chinese,450.00,Indian Rupees(Rs.),FALSE,FALSE,FALSE,1,2.8,Orange,Average,11
18376508,Breaktym,1,Noida,"Near Lotus Boulevrd, Gate 4, Sector 100, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.37,28.55,"North Indian, Mughlai",400.00,Indian Rupees(Rs.),FALSE,TRUE,FALSE,1,2.6,Orange,Average,11
